Order ID,Customer ID,Order Date,AddressID
CA-2016-140977,JL-15175,2016-06-16,A004644
CA-2016-159345,IG-15085,2016-06-17,A000747
CA-2016-145842,FM-14380,2016-06-17,A001743
CA-2016-107146,LC-16885,2016-06-17,A003676
CA-2016-111682,TB-21055,2016-06-17,A000027
CA-2016-123512,MV-18190,2016-06-17,A003240
CA-2016-133613,CP-12340,2016-06-17,A003777
CA-2016-129861,DM-13345,2016-06-17,A004722
CA-2016-131744,SC-20770,2016-06-18,A003630
US-2016-163461,BT-11440,2016-06-18,A003350
CA-2016-105760,KC-16255,2016-06-19,A000448
CA-2016-141397,RC-19825,2016-06-20,A000617
CA-2016-140081,CG-12040,2016-06-20,A000445
CA-2016-169194,LH-16900,2016-06-20,A000024
CA-2016-108581,EA-14035,2016-06-20,A000955
CA-2016-152534,DP-13105,2016-06-20,A000397
CA-2016-149965,BS-11365,2016-06-20,A003564
CA-2016-168361,KB-16600,2016-06-21,A004235
CA-2016-119865,AS-10090,2016-06-21,A002558
CA-2016-140501,IM-15070,2016-06-23,A001010
US-2016-142685,MG-17695,2016-06-23,A001935
CA-2016-140382,RD-19900,2016-06-23,A003389
US-2016-154256,SM-20005,2016-06-23,A003433
CA-2016-166240,DH-13075,2016-06-24,A002303
CA-2016-130680,BD-11320,2016-06-24,A001738
CA-2016-100300,MJ-17740,2016-06-24,A004499
CA-2016-101987,HL-15040,2016-06-24,A002298
US-2016-152051,TS-21160,2016-06-25,A001038
CA-2016-101693,LC-17140,2016-06-25,A003632
CA-2016-118913,AS-10240,2016-06-25,A001063
CA-2016-160234,PF-19225,2016-06-26,A004815
CA-2016-144015,AH-10075,2016-06-26,A004252
CA-2016-114951,DN-13690,2016-06-26,A001943
CA-2016-102127,VP-21760,2016-06-26,A004420
CA-2016-119445,GM-14500,2016-06-26,A000604
CA-2016-118101,SN-20560,2016-06-26,A004017
CA-2016-100790,JG-15805,2016-06-26,A000220
US-2016-158708,AB-10255,2016-06-26,A000821
CA-2016-152331,LD-16855,2016-06-26,A003194
CA-2016-153577,KH-16330,2016-06-27,A001433
CA-2016-161928,AC-10660,2016-06-27,A003023
CA-2016-161095,CS-12250,2016-06-28,A002125
CA-2016-110044,RF-19735,2016-06-28,A001925
CA-2016-154767,BP-11155,2016-06-28,A003306
CA-2016-140543,Co-12640,2016-06-29,A000930
CA-2016-162355,PF-19165,2016-06-30,A004006
CA-2016-135594,AH-10120,2016-06-30,A004345
CA-2016-152163,JF-15355,2016-07-01,A002050
US-2016-126431,SU-20665,2016-07-01,A004357
US-2016-158680,NZ-18565,2016-07-01,A004804
CA-2016-139997,EM-14140,2016-07-01,A003654
CA-2016-101469,KH-16360,2016-07-02,A004059
CA-2016-149314,GB-14530,2016-07-02,A000549
CA-2016-102813,EA-14035,2016-07-02,A004294
CA-2016-104983,FM-14215,2016-07-03,A004814
CA-2016-168543,DK-13225,2016-07-03,A003920
CA-2016-130029,GT-14755,2016-07-03,A001754
CA-2016-147137,AA-10645,2016-07-04,A002191
CA-2016-103107,RB-19465,2016-07-04,A002919
CA-2016-159940,BF-11020,2016-07-07,A001157
CA-2016-114713,SC-20695,2016-07-07,A000338
CA-2016-100965,RM-19375,2016-07-07,A000871
CA-2016-129308,CC-12100,2016-07-07,A003200
CA-2016-135265,CC-12370,2016-07-07,A001959
CA-2016-106397,MJ-17740,2016-07-07,A004303
CA-2016-155474,CC-12220,2016-07-08,A001605
CA-2016-156685,SC-20230,2016-07-08,A000945
CA-2016-152520,TH-21115,2016-07-08,A003708
CA-2016-152471,ZD-21925,2016-07-08,A001875
CA-2016-112109,JE-15715,2016-07-08,A000953
CA-2016-136329,JD-15895,2016-07-09,A000667
US-2016-131149,LH-17155,2016-07-10,A000840
CA-2016-164924,EA-14035,2016-07-10,A003538
CA-2016-126613,AA-10375,2016-07-10,A000247
CA-2016-134222,NZ-18565,2016-07-10,A002361
CA-2016-103891,KH-16690,2016-07-12,A000218
CA-2016-120180,TP-21130,2016-07-14,A000278
CA-2016-115483,JS-15880,2016-07-14,A003261
CA-2016-117282,DR-12880,2016-07-14,A001044
CA-2016-101966,BM-11785,2016-07-14,A000616
CA-2016-169215,RE-19450,2016-07-14,A002295
CA-2016-157588,AR-10570,2016-07-14,A003405
CA-2016-136924,ES-14080,2016-07-14,A000252
CA-2016-101378,RH-19600,2016-07-14,A001061
CA-2016-109953,RB-19360,2016-07-14,A003532
CA-2016-137050,SW-20755,2016-07-14,A000572
CA-2016-122322,RH-19510,2016-07-15,A001090
US-2016-168095,MC-17425,2016-07-15,A003873
CA-2016-157000,AM-10360,2016-07-16,A000092
CA-2016-130050,MC-17425,2016-07-16,A001656
CA-2016-157161,JD-15895,2016-07-16,A003408
US-2016-100720,CK-12205,2016-07-16,A000279
CA-2016-101343,RA-19885,2016-07-17,A000020
CA-2016-131835,MC-17590,2016-07-17,A000995
US-2016-139087,DK-13375,2016-07-17,A003089
CA-2016-121671,AA-10480,2016-07-17,A001535
CA-2016-116603,AT-10735,2016-07-17,A003829
CA-2016-161676,JP-15460,2016-07-18,A001800
CA-2016-102561,NK-18490,2016-07-18,A003962
CA-2016-124681,SV-20935,2016-07-18,A002320
CA-2016-157763,KH-16330,2016-07-18,A000895
CA-2016-114727,LS-16945,2016-07-18,A000570
CA-2016-162110,NP-18670,2016-07-18,A003349
CA-2016-163776,JS-16030,2016-07-19,A002943
CA-2016-157217,TC-21535,2016-07-19,A003558
CA-2016-137939,PJ-19015,2016-07-20,A003891
CA-2016-146521,CC-12610,2016-07-21,A001001
CA-2016-160941,DK-12835,2016-07-21,A003216
CA-2016-141957,JG-15310,2016-07-21,A002789
CA-2016-142895,BP-11290,2016-07-21,A002872
CA-2016-122392,CJ-12010,2016-07-22,A000733
CA-2016-144855,DL-13495,2016-07-22,A000535
US-2016-111290,DK-13375,2016-07-22,A002189
CA-2016-114307,MF-17665,2016-07-22,A004285
CA-2016-140613,KN-16705,2016-07-22,A002683
CA-2016-111318,IL-15100,2016-07-23,A001863
CA-2016-165316,JB-15400,2016-07-23,A000388
CA-2016-112256,CK-12205,2016-07-23,A003457
CA-2016-162404,NF-18475,2016-07-23,A002084
CA-2016-102498,JG-15160,2016-07-24,A004277
CA-2016-162943,DB-12970,2016-07-24,A003309
CA-2016-126158,SC-20095,2016-07-25,A000230
CA-2016-128307,BE-11335,2016-07-25,A002680
US-2016-115441,SH-19975,2016-07-25,A004864
CA-2016-149454,KM-16375,2016-07-25,A002568
CA-2016-147417,CB-12415,2016-07-25,A000968
CA-2016-149335,BC-11125,2016-07-25,A004044
CA-2016-115525,RR-19525,2016-07-25,A001486
CA-2016-111115,LB-16735,2016-07-25,A001046
CA-2016-103037,KH-16630,2016-07-25,A001533
CA-2016-104157,MT-17815,2016-07-25,A001762
US-2016-105452,BF-11005,2016-07-28,A004715
CA-2016-143924,SC-20680,2016-07-28,A002796
CA-2016-140046,KM-16660,2016-07-28,A003388
CA-2016-107783,OT-18730,2016-07-28,A004222
US-2016-131891,PW-19240,2016-07-29,A002387
CA-2016-116344,JO-15145,2016-07-29,A001694
CA-2016-164574,RH-19555,2016-07-29,A004233
CA-2016-137743,KH-16360,2016-07-30,A003645
CA-2016-112025,LS-16975,2016-07-30,A001056
CA-2016-112585,RW-19630,2016-07-30,A003859
CA-2016-133550,KL-16645,2016-07-31,A002177
CA-2016-144148,AH-10690,2016-07-31,A003977
CA-2016-155978,TS-21205,2016-08-01,A003793
CA-2016-132990,KM-16660,2016-08-01,A004493
CA-2016-144337,SG-20890,2016-08-01,A003471
CA-2016-156265,BF-11020,2016-08-02,A002569
CA-2016-104150,AG-10330,2016-08-03,A003029
CA-2016-111913,LC-16930,2016-08-04,A002005
CA-2016-110254,ML-17755,2016-08-04,A000856
US-2016-128195,RA-19285,2016-08-04,A001304
US-2016-102232,MF-17665,2016-08-05,A004663
CA-2016-158869,AH-10690,2016-08-06,A001696
CA-2016-105263,LM-17065,2016-08-06,A004673
CA-2016-151092,VG-21790,2016-08-06,A002922
CA-2016-148516,DW-13585,2016-08-07,A003226
CA-2016-130078,CC-12145,2016-08-08,A002577
CA-2016-169026,CM-12655,2016-08-08,A001574
CA-2016-107328,CA-12055,2016-08-08,A001724
CA-2016-121034,JF-15565,2016-08-08,A000872
US-2016-113649,HA-14920,2016-08-09,A001731
CA-2016-118934,GH-14410,2016-08-09,A004496
CA-2016-128671,MT-18070,2016-08-11,A004043
US-2016-144477,DB-13270,2016-08-12,A004782
CA-2016-155845,CM-12235,2016-08-12,A001257
CA-2016-105459,NP-18700,2016-08-12,A004613
CA-2016-118073,CS-12490,2016-08-12,A003960
CA-2016-167584,LC-16870,2016-08-12,A000523
CA-2016-143910,BC-11125,2016-08-12,A002280
US-2016-156692,HG-15025,2016-08-13,A002957
CA-2016-156251,TS-21160,2016-08-13,A001845
CA-2016-125843,RF-19840,2016-08-13,A003869
CA-2016-155670,EM-14065,2016-08-13,A000846
US-2016-141264,CT-11995,2016-08-13,A004342
CA-2016-136770,SP-20650,2016-08-14,A004254
CA-2016-119515,TR-21325,2016-08-14,A003446
CA-2016-136021,JM-15580,2016-08-14,A002643
US-2016-123470,ME-17725,2016-08-15,A000294
CA-2016-166163,CY-12745,2016-08-15,A000524
CA-2016-154690,CC-12370,2016-08-15,A001406
CA-2016-167241,BD-11320,2016-08-15,A004354
CA-2016-118626,JC-15775,2016-08-15,A001245
CA-2016-113117,JP-15520,2016-08-16,A003852
CA-2016-148096,AO-10810,2016-08-16,A003013
CA-2016-150343,PK-19075,2016-08-16,A001290
US-2016-157308,NM-18520,2016-08-17,A001648
CA-2016-128916,MA-17560,2016-08-18,A004476
CA-2016-136133,HW-14935,2016-08-18,A000374
CA-2016-153353,GG-14650,2016-08-18,A001456
CA-2016-113551,NF-18385,2016-08-18,A002978
CA-2016-101980,RP-19390,2016-08-19,A003467
CA-2016-151141,DW-13480,2016-08-20,A000931
CA-2016-122581,JK-15370,2016-08-21,A004856
CA-2016-167983,RP-19270,2016-08-21,A004322
CA-2016-123414,SU-20665,2016-08-21,A002607
US-2016-126452,SC-20230,2016-08-21,A003355
US-2016-146066,RB-19465,2016-08-21,A002770
CA-2016-140256,PW-19030,2016-08-22,A004730
US-2016-106313,DG-13300,2016-08-22,A003771
US-2016-148334,DD-13570,2016-08-22,A002014
US-2016-141880,TC-21475,2016-08-22,A004418
CA-2016-137239,CR-12730,2016-08-22,A000305
CA-2016-130484,SG-20470,2016-08-22,A002394
CA-2016-150350,MS-17770,2016-08-23,A001536
CA-2016-158001,JP-15460,2016-08-23,A002763
US-2016-160528,MH-18115,2016-08-23,A001489
US-2016-117793,MA-17560,2016-08-23,A003892
CA-2016-114601,AA-10480,2016-08-26,A003751
US-2016-163538,SS-20515,2016-08-26,A003279
CA-2016-132094,VG-21805,2016-08-26,A001929
CA-2016-148201,CC-12145,2016-08-26,A000910
US-2016-102141,KD-16615,2016-08-26,A004567
US-2016-100405,TS-21430,2016-08-26,A002256
CA-2016-152289,LC-16930,2016-08-26,A000694
CA-2016-163174,XP-21865,2016-08-26,A004068
CA-2016-105585,RF-19735,2016-08-26,A000476
CA-2016-160598,SV-20815,2016-08-26,A004711
CA-2016-128594,DJ-13510,2016-08-26,A001405
US-2016-127425,DR-12880,2016-08-26,A002681
CA-2016-116764,EM-13825,2016-08-27,A003546
US-2016-146710,SS-20875,2016-08-27,A000344
CA-2016-145982,TB-21055,2016-08-27,A001645
CA-2016-117919,TB-21355,2016-08-27,A002754
US-2016-144211,CS-12130,2016-08-28,A001308
CA-2016-137652,EB-13750,2016-08-28,A004106
CA-2016-145303,TP-21415,2016-08-28,A001996
CA-2016-161207,AB-10060,2016-08-29,A000560
CA-2016-128727,MO-17800,2016-08-29,A000581
CA-2016-158568,RB-19465,2016-08-29,A000050
CA-2016-159912,GB-14530,2016-08-29,A002297
CA-2016-165995,BG-11740,2016-08-30,A003119
US-2016-141544,PO-18850,2016-08-30,A000151
CA-2016-117408,TP-21130,2016-08-31,A002847
CA-2016-116526,JA-15970,2016-09-01,A003417
CA-2016-155481,DK-13225,2016-09-01,A000174
CA-2016-129714,AB-10060,2016-09-01,A000159
CA-2016-124583,LB-16795,2016-09-01,A003657
CA-2016-151561,PG-18820,2016-09-01,A002989
CA-2016-120859,CV-12805,2016-09-01,A000460
CA-2016-112739,RD-19810,2016-09-02,A004246
CA-2016-113096,SZ-20035,2016-09-02,A002670
CA-2016-129847,TA-21385,2016-09-02,A003392
CA-2016-144764,RL-19615,2016-09-02,A003310
CA-2016-126732,LR-16915,2016-09-02,A004529
CA-2016-166429,TG-21310,2016-09-02,A003984
CA-2016-116540,SS-20590,2016-09-02,A001681
CA-2016-106950,JE-15715,2016-09-02,A003459
CA-2016-106278,BM-11140,2016-09-02,A004447
CA-2016-130407,KD-16270,2016-09-02,A000664
CA-2016-153185,MH-17620,2016-09-03,A004236
CA-2016-132143,FM-14215,2016-09-03,A001113
US-2016-101616,CY-12745,2016-09-03,A002628
US-2016-100566,JK-16120,2016-09-03,A000656
US-2016-147711,HF-14995,2016-09-03,A003318
CA-2016-158099,PK-18910,2016-09-03,A000407
US-2016-104815,RB-19570,2016-09-03,A003689
CA-2016-163986,JJ-15445,2016-09-03,A001355
CA-2016-159737,CS-11950,2016-09-03,A000271
CA-2016-149783,DL-13315,2016-09-04,A002862
CA-2016-129630,IM-15055,2016-09-04,A004880
CA-2016-169971,IL-15100,2016-09-04,A001863
CA-2016-168774,RP-19855,2016-09-04,A004274
CA-2016-142524,MB-18085,2016-09-04,A004450
CA-2016-131205,AA-10645,2016-09-04,A002968
CA-2016-123120,CV-12295,2016-09-04,A002617
CA-2016-117604,JP-15520,2016-09-04,A004720
US-2016-148110,AR-10825,2016-09-05,A001546
CA-2016-158778,DB-13210,2016-09-05,A003704
CA-2016-154536,JC-15340,2016-09-05,A001783
CA-2016-133319,MV-17485,2016-09-05,A002893
CA-2016-136231,DM-13015,2016-09-05,A001902
US-2016-152373,PT-19090,2016-09-05,A003316
US-2016-121013,MM-17920,2016-09-05,A003359
CA-2016-115756,PK-19075,2016-09-05,A000204
CA-2016-110366,JD-15895,2016-09-05,A000067
CA-2016-137673,ML-17395,2016-09-05,A001735
CA-2016-160815,TR-21325,2016-09-05,A000601
CA-2016-149195,DM-13525,2016-09-05,A002644
CA-2016-151372,JH-15985,2016-09-05,A002417
CA-2016-144540,GH-14410,2016-09-05,A002266
CA-2016-140774,BE-11455,2016-09-05,A000869
CA-2016-162383,MD-17350,2016-09-05,A003673
CA-2016-164490,SU-20665,2016-09-05,A003456
CA-2016-139409,FW-14395,2016-09-05,A004487
CA-2016-136595,EM-13825,2016-09-05,A003683
CA-2016-149223,ER-13855,2016-09-06,A000049
CA-2016-133123,KB-16315,2016-09-06,A001303
CA-2016-102981,MO-17500,2016-09-06,A000501
CA-2016-123932,YC-21895,2016-09-06,A002627
CA-2016-145240,BG-11740,2016-09-06,A002215
CA-2016-108868,KB-16585,2016-09-08,A002164
CA-2016-108987,AG-10675,2016-09-08,A000182
CA-2016-103709,LP-17095,2016-09-08,A003649
CA-2016-113516,VM-21685,2016-09-08,A000986
CA-2016-110009,TR-21325,2016-09-08,A003622
US-2016-114174,AP-10720,2016-09-08,A001240
CA-2016-153101,PJ-19015,2016-09-08,A000380
CA-2016-131499,MG-17875,2016-09-08,A001481
CA-2016-155138,JM-15580,2016-09-08,A002486
US-2016-115455,SE-20110,2016-09-08,A001264
CA-2016-112893,AT-10735,2016-09-09,A001476
CA-2016-137176,DB-12910,2016-09-09,A001756
CA-2016-110023,TS-21610,2016-09-09,A000475
CA-2016-164350,CG-12040,2016-09-10,A001070
US-2016-118780,PN-18775,2016-09-10,A000786
CA-2016-112277,SC-20695,2016-09-10,A003284
CA-2016-146206,KT-16480,2016-09-10,A001213
CA-2016-126102,DV-13465,2016-09-10,A004458
CA-2016-165918,BD-11770,2016-09-10,A004213
CA-2016-130225,RC-19960,2016-09-11,A004900
CA-2016-143476,LC-16930,2016-09-11,A003524
CA-2016-150007,AS-10090,2016-09-11,A003000
CA-2016-145625,KC-16540,2016-09-11,A000116
CA-2016-102162,JF-15565,2016-09-11,A002277
CA-2016-164154,NZ-18565,2016-09-11,A001771
CA-2016-153157,TB-21625,2016-09-11,A002660
CA-2016-116561,EB-14110,2016-09-11,A002565
CA-2016-121223,GD-14590,2016-09-11,A000283
CA-2016-151148,PO-19180,2016-09-12,A004290
CA-2016-123946,AJ-10795,2016-09-12,A003346
CA-2016-142902,BP-11185,2016-09-12,A000143
CA-2016-152457,SC-20695,2016-09-12,A003547
CA-2016-128811,SF-20200,2016-09-12,A003294
CA-2016-113082,MC-17590,2016-09-12,A004310
CA-2016-105732,AG-10270,2016-09-13,A003615
CA-2016-155439,PN-18775,2016-09-14,A001244
CA-2016-153178,CL-12565,2016-09-14,A004817
CA-2016-149797,AH-10075,2016-09-15,A000440
CA-2016-160479,AH-10585,2016-09-15,A002124
US-2016-128678,RB-19570,2016-09-15,A002218
CA-2016-149370,DB-13210,2016-09-15,A000382
CA-2016-116911,JD-16150,2016-09-15,A004297
US-2016-134369,BC-11125,2016-09-16,A003423
CA-2016-162159,CR-12625,2016-09-16,A004351
CA-2016-123337,KD-16495,2016-09-16,A002909
CA-2016-164091,LA-16780,2016-09-17,A001098
CA-2016-159730,SJ-20125,2016-09-17,A001601
US-2016-152415,PO-18865,2016-09-17,A004421
CA-2016-111416,LW-17215,2016-09-17,A001634
CA-2016-109806,JS-15685,2016-09-17,A000044
CA-2016-105900,BS-11590,2016-09-17,A001826
CA-2016-131093,TS-21610,2016-09-17,A004461
CA-2016-134208,CS-12505,2016-09-17,A000722
US-2016-148957,CC-12430,2016-09-17,A004640
CA-2016-133935,JW-15220,2016-09-18,A002894
CA-2016-157511,SV-20365,2016-09-18,A001745
CA-2016-120355,MM-17260,2016-09-18,A002144
CA-2016-145905,AM-10705,2016-09-18,A000981
CA-2016-140928,NB-18655,2016-09-18,A000350
CA-2016-111409,PO-18850,2016-09-18,A002289
CA-2016-110086,BD-11320,2016-09-18,A004728
CA-2016-106075,HM-14980,2016-09-18,A000032
CA-2016-158610,CK-12595,2016-09-19,A003503
CA-2016-120250,AP-10720,2016-09-19,A002254
CA-2016-142370,TP-21130,2016-09-19,A001825
US-2016-156097,EH-14125,2016-09-19,A000306
CA-2016-168557,FH-14275,2016-09-19,A004133
CA-2016-130267,SW-20245,2016-09-19,A001025
CA-2016-102932,SD-20485,2016-09-19,A001418
US-2016-114888,CC-12430,2016-09-19,A002340
CA-2016-168354,RH-19510,2016-09-19,A000983
CA-2016-166772,HJ-14875,2016-09-20,A004551
CA-2016-134516,FM-14215,2016-09-20,A002756
CA-2016-126284,EN-13780,2016-09-20,A004145
CA-2016-100244,GM-14695,2016-09-20,A001680
CA-2016-145611,HA-14905,2016-09-20,A003917
CA-2016-166653,NP-18685,2016-09-22,A004853
CA-2016-135965,SZ-20035,2016-09-22,A003982
US-2016-157728,RC-19960,2016-09-22,A004904
US-2016-155404,AS-10630,2016-09-22,A003176
CA-2016-151974,RD-19660,2016-09-22,A003600
CA-2016-125724,SM-20950,2016-09-22,A004696
CA-2016-116232,AC-10450,2016-09-22,A002290
CA-2016-119641,CS-12250,2016-09-22,A004785
CA-2016-120257,PW-19240,2016-09-22,A001947
CA-2016-158617,AC-10660,2016-09-22,A004638
CA-2016-109743,SH-19975,2016-09-22,A001785
CA-2016-149979,RA-19915,2016-09-23,A001839
CA-2016-110730,CM-11815,2016-09-23,A002566
CA-2016-159009,DP-13105,2016-09-23,A004586
CA-2016-106656,DV-13045,2016-09-23,A002601
CA-2016-124016,JS-15940,2016-09-23,A002977
US-2016-129469,KL-16555,2016-09-23,A001155
CA-2016-101742,CR-12580,2016-09-23,A002772
US-2016-147340,EB-13750,2016-09-24,A002651
CA-2016-154235,RD-19900,2016-09-24,A002889
CA-2016-141551,BP-11230,2016-09-24,A002797
CA-2016-132479,MK-17905,2016-09-24,A003082
CA-2016-155187,LA-16780,2016-09-24,A001137
CA-2016-108875,CL-12700,2016-09-24,A002788
CA-2016-100944,EH-13765,2016-09-24,A003092
US-2016-134488,PK-19075,2016-09-24,A000619
CA-2016-101385,JW-16075,2016-09-25,A002219
US-2016-122245,AB-10105,2016-09-25,A000665
CA-2016-140417,KE-16420,2016-09-25,A002002
CA-2016-113978,TS-21505,2016-09-25,A003763
CA-2016-148747,AS-10045,2016-09-25,A004689
US-2016-125402,DL-12865,2016-09-25,A004840
US-2016-124163,SC-20695,2016-09-25,A002766
CA-2016-123722,NH-18610,2016-09-25,A000690
CA-2016-143406,LR-17035,2016-09-26,A004459
CA-2016-165820,DW-13585,2016-09-26,A002818
US-2016-157945,NF-18385,2016-09-26,A000210
CA-2016-157714,CS-12175,2016-09-26,A002060
US-2016-109260,TN-21040,2016-09-26,A003765
US-2016-146794,SH-19975,2016-09-26,A001288
CA-2016-132017,MH-17620,2016-09-26,A004620
CA-2016-169957,SN-20710,2016-09-26,A001980
CA-2016-145898,CM-12445,2016-09-26,A002551
US-2016-149790,SC-20380,2016-09-26,A004051
CA-2016-123176,JG-15160,2016-09-27,A003483
US-2016-110170,HM-14860,2016-09-27,A001169
CA-2016-163202,BM-11650,2016-09-27,A002653
CA-2016-140249,SW-20455,2016-09-27,A003373
US-2016-134656,MM-18280,2016-09-28,A000168
CA-2016-134362,LS-16945,2016-09-29,A000405
CA-2016-125794,ML-17410,2016-09-29,A004906
CA-2016-106621,DM-12955,2016-09-29,A003934
CA-2016-108056,ES-14080,2016-09-29,A004578
CA-2016-138037,AR-10540,2016-09-29,A002630
CA-2016-108616,JK-15730,2016-09-29,A001725
CA-2016-161781,CC-12100,2016-09-29,A000519
US-2016-101497,PS-18760,2016-09-29,A000814
CA-2016-108644,SJ-20215,2016-09-30,A002077
CA-2016-106243,GM-14680,2016-09-30,A003398
CA-2016-116918,JK-15205,2016-10-01,A003515
CA-2016-139157,GM-14680,2016-10-01,A001083
CA-2016-155992,CC-12220,2016-10-01,A000592
CA-2016-157686,BD-11620,2016-10-01,A000512
CA-2016-111794,HG-15025,2016-10-01,A001295
CA-2016-118969,LP-17095,2016-10-02,A002214
CA-2016-118689,TC-20980,2016-10-02,A003337
CA-2016-134376,TT-21265,2016-10-02,A001474
CA-2016-103919,TP-21565,2016-10-03,A003135
CA-2016-140634,HL-15040,2016-10-03,A000425
CA-2016-144939,EB-13870,2016-10-03,A000469
CA-2016-101672,DB-12910,2016-10-03,A003846
US-2016-140158,DR-12940,2016-10-04,A003739
CA-2016-121601,MO-17500,2016-10-04,A002123
CA-2016-145709,AH-10690,2016-10-04,A004365
CA-2016-131296,MS-17830,2016-10-04,A003970
US-2016-157490,LB-16795,2016-10-06,A003724
US-2016-115952,JH-15910,2016-10-06,A003084
CA-2016-163216,AW-10930,2016-10-07,A003138
CA-2016-139808,MC-18100,2016-10-07,A003900
CA-2016-127649,DL-13495,2016-10-07,A002329
CA-2016-155033,CC-12475,2016-10-07,A002448
CA-2016-162614,TB-21250,2016-10-07,A001698
CA-2016-149685,PM-19135,2016-10-08,A002842
CA-2016-135636,DB-13615,2016-10-08,A002937
US-2016-126844,BW-11110,2016-10-08,A001247
US-2016-162026,JE-15745,2016-10-08,A002711
CA-2016-114748,MZ-17335,2016-10-09,A003603
CA-2016-116974,MP-17965,2016-10-09,A001367
US-2016-128909,SP-20545,2016-10-09,A003195
US-2016-150357,EB-13975,2016-10-10,A003555
CA-2016-126627,WB-21850,2016-10-10,A004839
CA-2016-157707,CC-12610,2016-10-10,A003883
CA-2016-113390,EP-13915,2016-10-11,A004803
CA-2016-154018,HA-14920,2016-10-13,A001052
CA-2016-145583,LC-16885,2016-10-13,A000066
US-2016-100839,NC-18625,2016-10-13,A000906
CA-2016-101161,BW-11110,2016-10-13,A003167
US-2016-108098,CP-12340,2016-10-14,A000708
CA-2016-125220,BE-11410,2016-10-14,A004676
CA-2016-113607,PW-19030,2016-10-14,A003338
CA-2016-156503,NC-18415,2016-10-14,A001871
CA-2016-124352,CD-12790,2016-10-15,A001230
CA-2016-142097,QJ-19255,2016-10-15,A001812
CA-2016-125738,PB-18805,2016-10-15,A001058
CA-2016-132066,NB-18655,2016-10-16,A003581
CA-2016-163972,MG-17890,2016-10-17,A004075
CA-2016-152688,NR-18550,2016-10-17,A004510
CA-2016-141586,NK-18490,2016-10-17,A000717
CA-2016-147256,FC-14245,2016-10-17,A004350
US-2016-159856,EP-13915,2016-10-18,A001422
CA-2016-106341,LF-17185,2016-10-20,A000235
CA-2016-133697,CM-12445,2016-10-20,A003048
CA-2016-168921,AG-10495,2016-10-20,A003238
CA-2016-160220,JS-16030,2016-10-20,A003055
CA-2016-139549,MY-18295,2016-10-20,A004024
CA-2016-105753,LC-16960,2016-10-20,A003932
CA-2016-136322,AP-10720,2016-10-21,A004827
CA-2016-144729,JE-15745,2016-10-21,A001359
CA-2016-169334,GW-14605,2016-10-21,A003818
CA-2016-138478,DP-13390,2016-10-21,A003815
CA-2016-166373,JF-15565,2016-10-21,A003910
CA-2016-111493,CM-12160,2016-10-21,A002058
CA-2016-125080,VW-21775,2016-10-21,A003093
CA-2016-155516,MK-17905,2016-10-21,A000165
CA-2016-151169,MY-18295,2016-10-21,A001719
CA-2016-112340,NM-18520,2016-10-21,A000532
CA-2016-161746,CS-11950,2016-10-21,A004779
CA-2016-133669,SV-20935,2016-10-21,A003046
US-2016-116400,EB-13930,2016-10-22,A001955
CA-2016-169887,MS-17530,2016-10-22,A003225
CA-2016-165148,PM-19135,2016-10-22,A000416
CA-2016-132661,SR-20740,2016-10-23,A000303
CA-2016-165484,HK-14890,2016-10-23,A000877
CA-2016-151323,AB-10255,2016-10-23,A002512
CA-2016-118311,ED-13885,2016-10-24,A004255
CA-2016-158925,JP-15460,2016-10-24,A003785
CA-2016-121748,VW-21775,2016-10-24,A002767
CA-2016-121020,CG-12040,2016-10-24,A003094
CA-2016-166275,SS-20590,2016-10-24,A003250
CA-2016-153318,JS-15595,2016-10-25,A001373
CA-2016-156811,BP-11095,2016-10-27,A002162
CA-2016-116596,BW-11200,2016-10-27,A004687
CA-2016-152632,JE-15475,2016-10-27,A000219
US-2016-117387,PA-19060,2016-10-27,A004204
CA-2016-120873,BW-11200,2016-10-27,A002216
CA-2016-125815,DL-13330,2016-10-28,A002419
US-2016-144393,SM-20950,2016-10-28,A000590
CA-2016-120369,VB-21745,2016-10-28,A003520
CA-2016-134775,AS-10285,2016-10-28,A000171
CA-2016-140641,EP-13915,2016-10-28,A001903
CA-2016-130162,JH-15910,2016-10-28,A000106
CA-2016-144344,PG-18820,2016-10-28,A000579
CA-2016-142545,JD-15895,2016-10-28,A000137
CA-2016-146682,KW-16435,2016-10-29,A001558
US-2016-131912,LH-17155,2016-10-29,A003066
CA-2016-112389,JM-15655,2016-10-29,A000739
CA-2016-153836,EH-13765,2016-10-30,A004511
CA-2016-167290,JF-15295,2016-10-30,A001625
CA-2016-105291,SP-20920,2016-10-30,A004776
CA-2016-144218,JD-15895,2016-10-31,A001862
CA-2016-140130,HW-14935,2016-10-31,A003157
CA-2016-119165,BD-11320,2016-10-31,A001194
US-2016-142251,FO-14305,2016-10-31,A003016
CA-2016-146913,SF-20965,2016-10-31,A004806
CA-2016-100671,CS-12490,2016-11-01,A001663
CA-2016-159212,KM-16375,2016-11-01,A000661
CA-2016-129196,XP-21865,2016-11-01,A001992
CA-2016-160136,PJ-18835,2016-11-03,A003444
CA-2016-128867,CL-12565,2016-11-03,A000056
CA-2016-127250,SF-20200,2016-11-03,A000269
CA-2016-159023,NW-18400,2016-11-03,A004375
CA-2016-134180,JP-16135,2016-11-03,A004388
CA-2016-109365,XP-21865,2016-11-03,A002202
CA-2016-168893,AP-10915,2016-11-03,A002186
